1.119e+00,1.532e+00,1.356e+00
1.002e+00,1.119e+00,1.070e+00
9.801e-01,1.157e+00,1.031e+00
7.836e-01,1.275e+00,9.777e-01
5.201e-01,8.594e-01,7.449e-01
6.175e-01,9.178e-01,8.283e-01
6.487e-01,1.024e+00,9.405e-01
6.215e-01,8.688e-01,7.346e-01
4.836e-01,7.542e-01,5.163e-01
3.578e-01,6.784e-01,6.281e-01
3.949e-01,6.750e-01,5.000e-01
4.461e-01,7.402e-01,6.166e-01
3.861e-01,6.817e-01,4.156e-01
4.396e-01,7.040e-01,5.555e-01
3.825e-01,6.592e-01,5.255e-01
1.923e-01,5.192e-01,3.008e-01
2.548e-01,4.308e-01,2.814e-01
3.693e-01,7.207e-01,3.949e-01
3.395e-01,7.627e-01,5.227e-01
1.361e-01,3.984e-01,2.493e-01
3.364e-01,8.583e-01,5.297e-01
3.021e-01,5.328e-01,4.395e-01
2.715e-01,6.743e-01,4.937e-01
1.266e-01,3.877e-01,2.057e-01
2.836e-01,7.069e-01,3.262e-01
1.422e-01,4.726e-01,2.681e-01
1.427e-01,4.979e-01,2.775e-01
1.436e-01,5.682e-01,2.248e-01
1.921e-01,5.139e-01,2.555e-01
2.443e-01,4.568e-01,3.361e-01
2.921e-01,5.808e-01,3.703e-01
1.586e-01,4.531e-01,2.865e-01
2.769e-01,6.189e-01,3.840e-01
3.663e-01,6.726e-01,4.976e-01
2.608e-01,5.966e-01,3.903e-01
2.362e-01,3.478e-01,2.455e-01
1.707e-01,5.183e-01,3.323e-01
1.339e-01,5.309e-01,3.299e-01
1.104e-01,3.050e-01,2.308e-01
1.900e-01,5.095e-01,2.972e-01
1.633e-01,5.442e-01,2.466e-01
8.350e-02,4.598e-01,1.812e-01
1.162e-01,3.860e-01,2.254e-01
4.818e-02,5.198e-01,2.013e-01
1.300e-01,3.498e-01,1.751e-01
1.584e-01,4.429e-01,2.705e-01
1.223e-01,4.278e-01,1.931e-01
1.255e-01,4.459e-01,2.408e-01
1.199e-01,4.366e-01,2.291e-01
8.875e-02,3.850e-01,1.728e-01
9.531e-02,5.018e-01,2.614e-01
9.548e-02,5.681e-01,2.884e-01
9.438e-02,5.124e-01,1.892e-01
1.968e-01,5.321e-01,2.721e-01
1.651e-01,3.628e-01,2.895e-01
1.561e-01,4.869e-01,2.843e-01
3.692e-01,6.732e-01,4.112e-01
9.697e-02,5.332e-01,1.993e-01
9.622e-02,3.245e-01,2.020e-01
1.750e-01,4.676e-01,2.770e-01
1.561e-01,4.981e-01,2.596e-01
1.926e-01,4.473e-01,2.565e-01
1.751e-01,5.261e-01,2.564e-01
1.534e-01,4.906e-01,2.071e-01
1.996e-01,5.235e-01,2.911e-01
1.097e-01,5.601e-01,2.741e-01
1.483e-01,4.593e-01,2.680e-01
6.732e-02,3.623e-01,2.063e-01
7.235e-02,4.926e-01,1.954e-01
2.177e-01,6.250e-01,3.955e-01
1.518e-01,5.706e-01,3.039e-01
1.472e-01,3.925e-01,2.387e-01
1.095e-01,4.384e-01,1.876e-01
1.397e-01,4.095e-01,2.806e-01
2.533e-01,6.404e-01,4.024e-01
