4.233e-01,3.612e-01,3.574e-01
6.151e-01,5.076e-01,5.458e-01
6.986e-01,5.848e-01,6.324e-01
7.476e-01,6.333e-01,6.822e-01
7.796e-01,6.580e-01,7.132e-01
7.987e-01,6.793e-01,7.410e-01
8.165e-01,6.982e-01,7.598e-01
8.301e-01,7.095e-01,7.768e-01
8.404e-01,7.209e-01,7.888e-01
8.543e-01,7.285e-01,7.991e-01
8.598e-01,7.396e-01,8.110e-01
8.673e-01,7.452e-01,8.198e-01
8.713e-01,7.522e-01,8.247e-01
8.773e-01,7.593e-01,8.298e-01
8.831e-01,7.620e-01,8.377e-01
8.878e-01,7.680e-01,8.438e-01
8.922e-01,7.718e-01,8.496e-01
8.957e-01,7.751e-01,8.512e-01
9.004e-01,7.790e-01,8.567e-01
9.028e-01,7.815e-01,8.602e-01
9.053e-01,7.827e-01,8.629e-01
9.086e-01,7.884e-01,8.653e-01
9.111e-01,7.910e-01,8.690e-01
9.136e-01,7.929e-01,8.715e-01
9.152e-01,7.947e-01,8.726e-01
9.171e-01,7.964e-01,8.739e-01
9.187e-01,8.004e-01,8.783e-01
9.219e-01,7.992e-01,8.784e-01
9.248e-01,8.068e-01,8.839e-01
9.280e-01,8.041e-01,8.844e-01
9.289e-01,8.077e-01,8.863e-01
9.313e-01,8.086e-01,8.880e-01
9.318e-01,8.089e-01,8.901e-01
9.313e-01,8.095e-01,8.896e-01
9.335e-01,8.139e-01,8.930e-01
9.339e-01,8.158e-01,8.915e-01
9.369e-01,8.158e-01,8.945e-01
9.372e-01,8.156e-01,8.946e-01
9.390e-01,8.171e-01,8.972e-01
9.394e-01,8.180e-01,8.986e-01
9.404e-01,8.219e-01,9.010e-01
9.424e-01,8.215e-01,9.028e-01
9.426e-01,8.219e-01,9.003e-01
9.416e-01,8.247e-01,9.016e-01
9.428e-01,8.240e-01,9.028e-01
9.445e-01,8.258e-01,9.046e-01
9.448e-01,8.261e-01,9.038e-01
9.469e-01,8.265e-01,9.054e-01
9.456e-01,8.271e-01,9.063e-01
9.461e-01,8.298e-01,9.070e-01
9.482e-01,8.297e-01,9.078e-01
9.482e-01,8.300e-01,9.086e-01
9.502e-01,8.296e-01,9.092e-01
9.477e-01,8.328e-01,9.088e-01
9.488e-01,8.289e-01,9.088e-01
9.499e-01,8.306e-01,9.097e-01
9.500e-01,8.332e-01,9.100e-01
9.511e-01,8.307e-01,9.111e-01
9.512e-01,8.334e-01,9.117e-01
9.521e-01,8.329e-01,9.128e-01
9.540e-01,8.335e-01,9.142e-01
9.532e-01,8.355e-01,9.130e-01
9.540e-01,8.337e-01,9.130e-01
9.521e-01,8.352e-01,9.118e-01
9.537e-01,8.323e-01,9.129e-01
9.523e-01,8.342e-01,9.129e-01
9.543e-01,8.383e-01,9.148e-01
9.540e-01,8.367e-01,9.147e-01
9.544e-01,8.356e-01,9.144e-01
9.556e-01,8.375e-01,9.149e-01
9.548e-01,8.362e-01,9.146e-01
9.549e-01,8.366e-01,9.137e-01
9.535e-01,8.386e-01,9.158e-01
9.573e-01,8.387e-01,9.171e-01
9.548e-01,8.373e-01,9.149e-01
