1.063e+00,4.382e-01,1.367e+00,3.681e-01,1.235e+00,3.656e-01
9.376e-01,6.285e-01,1.294e+00,5.107e-01,1.165e+00,5.546e-01
6.399e-01,7.132e-01,9.521e-01,5.872e-01,7.962e-01,6.400e-01
5.456e-01,7.566e-01,9.055e-01,6.322e-01,8.332e-01,6.889e-01
4.572e-01,7.951e-01,7.933e-01,6.640e-01,7.495e-01,7.252e-01
7.997e-01,8.111e-01,1.228e+00,6.849e-01,1.092e+00,7.522e-01
5.660e-01,8.299e-01,9.373e-01,7.020e-01,8.174e-01,7.743e-01
3.815e-01,8.416e-01,8.195e-01,7.149e-01,5.953e-01,7.879e-01
5.264e-01,8.538e-01,7.289e-01,7.236e-01,6.672e-01,8.059e-01
3.879e-01,8.646e-01,7.604e-01,7.346e-01,5.502e-01,8.185e-01
2.748e-01,8.709e-01,5.514e-01,7.414e-01,3.595e-01,8.257e-01
3.098e-01,8.757e-01,7.470e-01,7.484e-01,4.319e-01,8.326e-01
3.267e-01,8.864e-01,7.682e-01,7.574e-01,5.189e-01,8.448e-01
2.949e-01,8.905e-01,7.756e-01,7.614e-01,4.077e-01,8.498e-01
4.288e-01,8.973e-01,8.991e-01,7.692e-01,6.026e-01,8.553e-01
2.615e-01,9.008e-01,7.308e-01,7.706e-01,3.868e-01,8.604e-01
2.371e-01,9.073e-01,7.155e-01,7.797e-01,4.057e-01,8.663e-01
2.533e-01,9.088e-01,6.579e-01,7.805e-01,4.129e-01,8.705e-01
2.580e-01,9.160e-01,5.014e-01,7.856e-01,3.496e-01,8.749e-01
4.327e-01,9.160e-01,7.888e-01,7.910e-01,6.153e-01,8.776e-01
3.240e-01,9.207e-01,6.972e-01,7.918e-01,3.973e-01,8.821e-01
2.466e-01,9.238e-01,5.253e-01,7.963e-01,3.007e-01,8.858e-01
2.938e-01,9.255e-01,7.441e-01,7.979e-01,3.509e-01,8.865e-01
2.188e-01,9.297e-01,5.744e-01,7.991e-01,3.854e-01,8.930e-01
2.349e-01,9.301e-01,4.360e-01,8.030e-01,3.542e-01,8.937e-01
1.041e-01,9.320e-01,5.517e-01,8.057e-01,2.699e-01,8.958e-01
1.389e-01,9.373e-01,5.946e-01,8.085e-01,2.499e-01,8.995e-01
2.420e-01,9.388e-01,5.922e-01,8.070e-01,3.486e-01,9.026e-01
1.981e-01,9.404e-01,7.915e-01,8.119e-01,3.605e-01,9.033e-01
1.204e-01,9.405e-01,3.928e-01,8.119e-01,1.620e-01,9.044e-01
2.449e-01,9.444e-01,5.900e-01,8.155e-01,3.227e-01,9.082e-01
2.584e-01,9.468e-01,4.948e-01,8.199e-01,2.695e-01,9.098e-01
2.193e-01,9.469e-01,4.766e-01,8.219e-01,2.777e-01,9.110e-01
1.515e-01,9.486e-01,4.274e-01,8.221e-01,2.488e-01,9.119e-01
6.096e-02,9.483e-01,5.019e-01,8.237e-01,1.605e-01,9.132e-01
1.268e-01,9.527e-01,3.453e-01,8.242e-01,1.946e-01,9.168e-01
2.811e-01,9.530e-01,6.472e-01,8.242e-01,3.521e-01,9.167e-01
1.605e-01,9.526e-01,4.201e-01,8.244e-01,1.877e-01,9.172e-01
5.249e-02,9.556e-01,4.757e-01,8.302e-01,1.706e-01,9.197e-01
1.101e-01,9.554e-01,5.159e-01,8.286e-01,2.464e-01,9.205e-01
1.543e-01,9.556e-01,4.571e-01,8.309e-01,2.319e-01,9.200e-01
3.593e-01,9.589e-01,6.605e-01,8.325e-01,6.220e-01,9.243e-01
7.160e-02,9.581e-01,4.286e-01,8.313e-01,2.321e-01,9.231e-01
2.742e-01,9.576e-01,4.466e-01,8.326e-01,2.470e-01,9.234e-01
9.223e-02,9.618e-01,5.027e-01,8.332e-01,2.328e-01,9.271e-01
1.326e-01,9.629e-01,5.899e-01,8.370e-01,2.841e-01,9.300e-01
2.763e-01,9.622e-01,6.610e-01,8.355e-01,4.137e-01,9.287e-01
6.731e-02,9.604e-01,3.323e-01,8.351e-01,1.673e-01,9.254e-01
8.905e-02,9.646e-01,5.468e-01,8.393e-01,1.416e-01,9.316e-01
1.181e-01,9.635e-01,3.994e-01,8.369e-01,1.725e-01,9.306e-01
1.154e-01,9.639e-01,5.005e-01,8.396e-01,2.171e-01,9.303e-01
1.242e-01,9.660e-01,5.359e-01,8.406e-01,2.101e-01,9.328e-01
1.923e-01,9.660e-01,7.641e-01,8.390e-01,4.475e-01,9.317e-01
8.948e-02,9.663e-01,4.085e-01,8.426e-01,1.453e-01,9.355e-01
6.643e-02,9.662e-01,2.232e-01,8.451e-01,1.052e-01,9.339e-01
1.879e-01,9.688e-01,6.746e-01,8.430e-01,3.476e-01,9.355e-01
1.007e-01,9.691e-01,4.801e-01,8.425e-01,2.608e-01,9.338e-01
2.917e-01,9.667e-01,5.074e-01,8.449e-01,3.470e-01,9.351e-01
1.229e-01,9.687e-01,5.360e-01,8.443e-01,1.975e-01,9.357e-01
5.599e-02,9.699e-01,4.587e-01,8.465e-01,2.448e-01,9.367e-01
1.217e-01,9.721e-01,4.926e-01,8.479e-01,2.602e-01,9.387e-01
6.957e-02,9.698e-01,4.637e-01,8.470e-01,1.435e-01,9.373e-01
5.808e-02,9.696e-01,5.833e-01,8.462e-01,2.225e-01,9.379e-01
1.090e-01,9.668e-01,6.399e-01,8.470e-01,1.986e-01,9.353e-01
3.792e-02,9.690e-01,3.777e-01,8.470e-01,1.055e-01,9.367e-01
1.385e-01,9.695e-01,4.016e-01,8.463e-01,1.661e-01,9.385e-01
1.069e-01,9.702e-01,4.779e-01,8.475e-01,1.554e-01,9.390e-01
1.165e-01,9.708e-01,3.904e-01,8.487e-01,1.579e-01,9.366e-01
1.691e-01,9.714e-01,5.877e-01,8.487e-01,3.043e-01,9.370e-01
2.049e-01,9.699e-01,4.046e-01,8.457e-01,2.591e-01,9.384e-01
2.503e-01,9.723e-01,6.269e-01,8.482e-01,3.866e-01,9.408e-01
8.508e-02,9.697e-01,5.222e-01,8.492e-01,2.388e-01,9.401e-01
7.400e-02,9.719e-01,4.854e-01,8.481e-01,2.671e-01,9.410e-01
1.043e-01,9.698e-01,3.970e-01,8.496e-01,2.006e-01,9.403e-01
1.044e-01,9.739e-01,5.097e-01,8.499e-01,2.099e-01,9.402e-01
