1.221e+00,4.176e-01
8.550e-01,6.092e-01
8.007e-01,6.966e-01
8.444e-01,7.453e-01
6.236e-01,7.765e-01
5.392e-01,7.971e-01
6.685e-01,8.163e-01
4.490e-01,8.282e-01
3.510e-01,8.386e-01
5.162e-01,8.475e-01
3.659e-01,8.576e-01
3.752e-01,8.616e-01
4.196e-01,8.680e-01
3.794e-01,8.752e-01
4.127e-01,8.797e-01
4.138e-01,8.826e-01
2.224e-01,8.881e-01
2.999e-01,8.912e-01
3.895e-01,8.964e-01
1.402e-01,8.991e-01
2.931e-01,9.011e-01
3.033e-01,9.063e-01
2.623e-01,9.101e-01
1.338e-01,9.088e-01
3.753e-01,9.124e-01
2.160e-01,9.142e-01
2.710e-01,9.155e-01
3.227e-01,9.170e-01
2.326e-01,9.191e-01
3.503e-01,9.236e-01
1.065e-01,9.240e-01
2.036e-01,9.251e-01
3.056e-01,9.283e-01
1.849e-01,9.288e-01
2.559e-01,9.326e-01
1.087e-01,9.312e-01
1.661e-01,9.322e-01
2.870e-01,9.338e-01
2.939e-01,9.351e-01
1.478e-01,9.359e-01
3.017e-01,9.364e-01
2.175e-01,9.384e-01
3.167e-01,9.398e-01
2.826e-01,9.388e-01
2.374e-01,9.432e-01
2.171e-01,9.392e-01
2.408e-01,9.415e-01
1.419e-01,9.422e-01
2.062e-01,9.443e-01
8.067e-02,9.448e-01
1.548e-01,9.462e-01
1.490e-01,9.446e-01
2.184e-01,9.459e-01
8.890e-02,9.463e-01
1.071e-01,9.472e-01
1.812e-01,9.487e-01
1.002e-01,9.480e-01
3.275e-01,9.506e-01
8.724e-02,9.489e-01
1.022e-01,9.504e-01
1.409e-01,9.487e-01
1.359e-01,9.495e-01
1.413e-01,9.517e-01
2.103e-01,9.509e-01
1.269e-01,9.508e-01
1.732e-01,9.512e-01
2.294e-01,9.504e-01
1.030e-01,9.522e-01
1.484e-01,9.529e-01
1.210e-01,9.507e-01
1.671e-01,9.530e-01
1.402e-01,9.532e-01
1.871e-01,9.523e-01
4.320e-02,9.553e-01
1.499e-01,9.527e-01
