1.540e+00,3.383e-01
1.220e+00,5.138e-01
9.158e-01,6.269e-01
6.918e-01,6.981e-01
5.553e-01,7.495e-01
4.701e-01,7.803e-01
8.241e-01,8.020e-01
5.357e-01,8.152e-01
6.852e-01,8.221e-01
7.073e-01,8.302e-01
4.231e-01,8.342e-01
5.276e-01,8.422e-01
3.424e-01,8.417e-01
3.772e-01,8.524e-01
3.437e-01,8.532e-01
3.958e-01,8.570e-01
4.946e-01,8.594e-01
5.395e-01,8.605e-01
5.038e-01,8.614e-01
5.151e-01,8.680e-01
3.755e-01,8.671e-01
3.253e-01,8.695e-01
3.043e-01,8.713e-01
2.750e-01,8.703e-01
3.158e-01,8.746e-01
2.197e-01,8.755e-01
4.412e-01,8.764e-01
5.393e-01,8.771e-01
3.686e-01,8.768e-01
2.048e-01,8.791e-01
3.582e-01,8.774e-01
3.498e-01,8.805e-01
2.815e-01,8.810e-01
2.783e-01,8.822e-01
5.404e-01,8.808e-01
2.801e-01,8.841e-01
4.494e-01,8.824e-01
4.232e-01,8.820e-01
4.385e-01,8.834e-01
3.530e-01,8.857e-01
3.161e-01,8.839e-01
2.272e-01,8.849e-01
3.746e-01,8.854e-01
3.344e-01,8.850e-01
3.744e-01,8.867e-01
2.611e-01,8.855e-01
4.861e-01,8.872e-01
3.997e-01,8.893e-01
3.935e-01,8.865e-01
2.751e-01,8.885e-01
3.202e-01,8.892e-01
3.231e-01,8.861e-01
4.632e-01,8.894e-01
2.156e-01,8.876e-01
4.006e-01,8.894e-01
3.041e-01,8.894e-01
3.509e-01,8.919e-01
2.862e-01,8.897e-01
2.767e-01,8.868e-01
3.363e-01,8.903e-01
2.456e-01,8.902e-01
3.026e-01,8.898e-01
2.681e-01,8.916e-01
2.576e-01,8.920e-01
3.818e-01,8.904e-01
2.721e-01,8.894e-01
2.718e-01,8.905e-01
1.731e-01,8.912e-01
3.103e-01,8.938e-01
5.514e-01,8.935e-01
2.388e-01,8.906e-01
3.817e-01,8.916e-01
2.915e-01,8.926e-01
2.897e-01,8.921e-01
3.377e-01,8.904e-01
