1.287e+00,4.323e-01
1.024e+00,6.262e-01
6.378e-01,7.115e-01
6.806e-01,7.598e-01
5.306e-01,7.891e-01
5.394e-01,8.112e-01
5.465e-01,8.268e-01
2.987e-01,8.404e-01
4.691e-01,8.499e-01
3.915e-01,8.611e-01
3.624e-01,8.700e-01
4.198e-01,8.782e-01
3.203e-01,8.813e-01
2.436e-01,8.900e-01
2.323e-01,8.946e-01
3.125e-01,8.999e-01
1.542e-01,9.024e-01
1.709e-01,9.075e-01
3.222e-01,9.110e-01
3.529e-01,9.132e-01
2.115e-01,9.186e-01
1.451e-01,9.208e-01
1.966e-01,9.222e-01
1.679e-01,9.234e-01
3.061e-01,9.273e-01
3.033e-01,9.310e-01
1.249e-01,9.329e-01
2.255e-01,9.350e-01
2.800e-01,9.362e-01
1.032e-01,9.380e-01
2.330e-01,9.406e-01
2.152e-01,9.423e-01
2.075e-01,9.434e-01
1.361e-01,9.430e-01
7.432e-02,9.454e-01
1.125e-01,9.469e-01
1.574e-01,9.465e-01
1.312e-01,9.524e-01
1.017e-01,9.508e-01
2.871e-01,9.526e-01
1.216e-01,9.501e-01
1.332e-01,9.539e-01
6.212e-02,9.533e-01
8.306e-02,9.561e-01
1.353e-01,9.579e-01
1.683e-01,9.564e-01
1.412e-01,9.582e-01
1.896e-01,9.593e-01
1.111e-01,9.598e-01
1.715e-01,9.610e-01
9.730e-02,9.610e-01
1.436e-01,9.580e-01
2.843e-02,9.623e-01
1.885e-01,9.645e-01
4.487e-02,9.630e-01
1.497e-01,9.620e-01
1.672e-01,9.618e-01
1.218e-01,9.647e-01
2.475e-01,9.636e-01
1.410e-01,9.654e-01
1.744e-01,9.661e-01
4.524e-02,9.644e-01
6.911e-02,9.675e-01
2.061e-01,9.671e-01
1.838e-01,9.660e-01
1.179e-01,9.660e-01
1.348e-01,9.651e-01
1.616e-01,9.664e-01
1.307e-01,9.672e-01
7.737e-02,9.679e-01
5.907e-02,9.674e-01
1.229e-01,9.686e-01
1.076e-01,9.695e-01
7.483e-02,9.669e-01
1.395e-01,9.679e-01
