1.068e+00,4.522e-01,1.478e+00,3.687e-01,1.352e+00,3.656e-01
9.514e-01,6.238e-01,1.252e+00,5.245e-01,1.151e+00,5.482e-01
7.987e-01,6.883e-01,1.002e+00,5.775e-01,9.482e-01,6.160e-01
4.895e-01,7.309e-01,9.857e-01,6.162e-01,8.436e-01,6.633e-01
6.740e-01,7.539e-01,1.021e+00,6.403e-01,8.893e-01,6.899e-01
6.839e-01,7.752e-01,1.042e+00,6.570e-01,9.987e-01,7.120e-01
5.121e-01,7.885e-01,8.623e-01,6.751e-01,5.841e-01,7.308e-01
7.685e-01,8.027e-01,1.124e+00,6.867e-01,9.413e-01,7.430e-01
5.649e-01,8.128e-01,1.060e+00,6.955e-01,7.695e-01,7.569e-01
5.172e-01,8.201e-01,8.523e-01,7.063e-01,6.954e-01,7.685e-01
5.374e-01,8.264e-01,7.882e-01,7.111e-01,5.896e-01,7.756e-01
5.078e-01,8.365e-01,9.079e-01,7.164e-01,6.581e-01,7.819e-01
3.068e-01,8.413e-01,5.658e-01,7.231e-01,4.208e-01,7.893e-01
3.359e-01,8.480e-01,7.666e-01,7.288e-01,4.343e-01,7.945e-01
4.130e-01,8.528e-01,5.042e-01,7.352e-01,4.219e-01,8.007e-01
3.659e-01,8.580e-01,6.398e-01,7.408e-01,4.739e-01,8.044e-01
5.157e-01,8.592e-01,8.876e-01,7.419e-01,6.625e-01,8.090e-01
4.143e-01,8.618e-01,6.947e-01,7.484e-01,5.268e-01,8.128e-01
6.233e-01,8.655e-01,9.414e-01,7.509e-01,7.151e-01,8.191e-01
3.989e-01,8.711e-01,8.581e-01,7.538e-01,5.973e-01,8.210e-01
2.923e-01,8.725e-01,6.050e-01,7.558e-01,4.852e-01,8.217e-01
4.386e-01,8.767e-01,7.058e-01,7.604e-01,4.956e-01,8.268e-01
2.618e-01,8.789e-01,6.301e-01,7.613e-01,4.144e-01,8.297e-01
2.985e-01,8.827e-01,4.484e-01,7.645e-01,4.090e-01,8.314e-01
3.729e-01,8.843e-01,8.187e-01,7.682e-01,5.010e-01,8.368e-01
4.070e-01,8.879e-01,7.537e-01,7.715e-01,5.114e-01,8.371e-01
4.304e-01,8.881e-01,7.839e-01,7.718e-01,4.524e-01,8.384e-01
4.903e-01,8.903e-01,1.198e+00,7.763e-01,7.293e-01,8.423e-01
3.272e-01,8.920e-01,6.216e-01,7.756e-01,4.208e-01,8.458e-01
2.391e-01,8.934e-01,6.937e-01,7.797e-01,4.534e-01,8.463e-01
3.927e-01,8.956e-01,5.647e-01,7.801e-01,3.533e-01,8.475e-01
2.752e-01,8.966e-01,5.149e-01,7.840e-01,3.204e-01,8.506e-01
