1.171e+00,4.070e-01,1.329e+00,3.494e-01,1.352e+00,3.500e-01
8.379e-01,6.047e-01,1.286e+00,5.042e-01,9.529e-01,5.398e-01
8.269e-01,6.942e-01,1.079e+00,5.871e-01,9.861e-01,6.351e-01
5.971e-01,7.461e-01,9.244e-01,6.305e-01,6.961e-01,6.886e-01
5.663e-01,7.754e-01,9.251e-01,6.608e-01,7.813e-01,7.240e-01
4.454e-01,8.017e-01,7.171e-01,6.832e-01,5.941e-01,7.546e-01
3.880e-01,8.150e-01,7.197e-01,7.029e-01,4.812e-01,7.739e-01
5.143e-01,8.306e-01,8.133e-01,7.160e-01,6.323e-01,7.906e-01
5.901e-01,8.424e-01,8.458e-01,7.253e-01,6.585e-01,8.029e-01
4.604e-01,8.497e-01,8.317e-01,7.348e-01,5.037e-01,8.147e-01
4.068e-01,8.572e-01,8.400e-01,7.409e-01,5.537e-01,8.206e-01
3.645e-01,8.647e-01,7.788e-01,7.496e-01,4.024e-01,8.315e-01
3.853e-01,8.718e-01,7.454e-01,7.560e-01,4.413e-01,8.367e-01
4.669e-01,8.767e-01,6.028e-01,7.587e-01,5.658e-01,8.442e-01
3.932e-01,8.820e-01,6.381e-01,7.644e-01,3.840e-01,8.476e-01
3.028e-01,8.886e-01,4.996e-01,7.696e-01,3.334e-01,8.558e-01
3.274e-01,8.930e-01,6.003e-01,7.756e-01,4.030e-01,8.601e-01
4.140e-01,8.938e-01,6.806e-01,7.763e-01,4.349e-01,8.624e-01
3.509e-01,8.983e-01,5.570e-01,7.813e-01,3.677e-01,8.673e-01
2.409e-01,9.004e-01,5.923e-01,7.827e-01,3.251e-01,8.706e-01
2.781e-01,9.041e-01,6.746e-01,7.884e-01,3.907e-01,8.724e-01
1.764e-01,9.089e-01,5.415e-01,7.905e-01,2.705e-01,8.775e-01
2.053e-01,9.100e-01,5.594e-01,7.933e-01,2.819e-01,8.768e-01
1.785e-01,9.122e-01,5.446e-01,7.974e-01,2.457e-01,8.822e-01
1.876e-01,9.140e-01,7.880e-01,7.996e-01,2.525e-01,8.825e-01
2.255e-01,9.185e-01,5.958e-01,7.981e-01,3.367e-01,8.851e-01
2.099e-01,9.204e-01,4.031e-01,8.018e-01,2.586e-01,8.860e-01
2.795e-01,9.241e-01,4.979e-01,8.062e-01,3.451e-01,8.891e-01
1.954e-01,9.262e-01,4.650e-01,8.066e-01,2.905e-01,8.900e-01
1.721e-01,9.253e-01,5.853e-01,8.098e-01,2.442e-01,8.922e-01
2.816e-01,9.278e-01,7.107e-01,8.095e-01,3.834e-01,8.954e-01
2.063e-01,9.309e-01,4.450e-01,8.138e-01,2.424e-01,8.983e-01
2.277e-01,9.307e-01,5.524e-01,8.148e-01,2.951e-01,8.982e-01
1.339e-01,9.328e-01,5.827e-01,8.174e-01,2.879e-01,8.995e-01
1.571e-01,9.328e-01,4.939e-01,8.174e-01,2.813e-01,9.001e-01
1.571e-01,9.343e-01,4.504e-01,8.174e-01,3.001e-01,9.014e-01
7.323e-02,9.349e-01,3.687e-01,8.172e-01,1.976e-01,9.027e-01
3.700e-01,9.369e-01,5.737e-01,8.199e-01,4.388e-01,9.044e-01
2.173e-01,9.394e-01,5.982e-01,8.208e-01,2.149e-01,9.038e-01
1.850e-01,9.385e-01,4.383e-01,8.206e-01,2.197e-01,9.038e-01
1.727e-01,9.397e-01,4.731e-01,8.225e-01,2.178e-01,9.066e-01
2.331e-01,9.387e-01,4.630e-01,8.218e-01,2.403e-01,9.071e-01
7.159e-02,9.438e-01,2.977e-01,8.260e-01,1.857e-01,9.093e-01
1.548e-01,9.438e-01,3.860e-01,8.270e-01,1.386e-01,9.098e-01
7.552e-02,9.423e-01,5.149e-01,8.253e-01,2.330e-01,9.096e-01
3.529e-01,9.443e-01,5.594e-01,8.270e-01,3.194e-01,9.102e-01
1.882e-01,9.428e-01,3.445e-01,8.293e-01,2.285e-01,9.107e-01
1.363e-01,9.473e-01,3.457e-01,8.301e-01,1.295e-01,9.133e-01
2.278e-01,9.482e-01,6.358e-01,8.294e-01,3.068e-01,9.135e-01
5.274e-02,9.461e-01,2.481e-01,8.308e-01,8.874e-02,9.119e-01
1.403e-01,9.466e-01,4.183e-01,8.308e-01,2.068e-01,9.146e-01
2.763e-01,9.473e-01,6.037e-01,8.291e-01,2.875e-01,9.148e-01
1.307e-01,9.497e-01,4.067e-01,8.332e-01,1.919e-01,9.145e-01
1.721e-01,9.485e-01,5.460e-01,8.332e-01,2.802e-01,9.149e-01
1.918e-01,9.488e-01,5.323e-01,8.342e-01,2.982e-01,9.163e-01
1.129e-01,9.513e-01,4.595e-01,8.343e-01,1.468e-01,9.178e-01
7.714e-02,9.508e-01,4.165e-01,8.330e-01,2.049e-01,9.159e-01
1.381e-01,9.499e-01,6.994e-01,8.346e-01,2.738e-01,9.159e-01
2.338e-01,9.526e-01,4.908e-01,8.337e-01,3.060e-01,9.165e-01
2.129e-01,9.524e-01,4.644e-01,8.368e-01,2.994e-01,9.177e-01
1.822e-01,9.516e-01,5.697e-01,8.361e-01,3.415e-01,9.172e-01
4.367e-02,9.524e-01,4.612e-01,8.373e-01,1.906e-01,9.184e-01
7.950e-02,9.549e-01,5.711e-01,8.383e-01,2.160e-01,9.210e-01
6.521e-02,9.532e-01,3.039e-01,8.373e-01,1.098e-01,9.181e-01
1.056e-01,9.536e-01,4.465e-01,8.383e-01,2.360e-01,9.185e-01
8.866e-02,9.533e-01,4.149e-01,8.378e-01,1.719e-01,9.178e-01
2.433e-01,9.534e-01,5.646e-01,8.391e-01,4.293e-01,9.184e-01
1.975e-01,9.542e-01,4.283e-01,8.397e-01,2.314e-01,9.180e-01
7.540e-02,9.534e-01,4.551e-01,8.380e-01,1.985e-01,9.199e-01
1.050e-01,9.556e-01,3.839e-01,8.387e-01,1.921e-01,9.220e-01
1.436e-01,9.546e-01,5.824e-01,8.384e-01,2.667e-01,9.207e-01
1.295e-01,9.578e-01,4.048e-01,8.417e-01,1.652e-01,9.213e-01
1.387e-01,9.554e-01,3.489e-01,8.410e-01,1.857e-01,9.201e-01
5.197e-02,9.555e-01,3.799e-01,8.405e-01,1.151e-01,9.201e-01
1.549e-01,9.574e-01,4.180e-01,8.432e-01,2.173e-01,9.226e-01
