4.437e-01,3.553e-01,3.800e-01
6.223e-01,5.232e-01,5.539e-01
6.887e-01,5.820e-01,6.181e-01
7.270e-01,6.157e-01,6.604e-01
7.554e-01,6.415e-01,6.877e-01
7.769e-01,6.597e-01,7.105e-01
7.900e-01,6.738e-01,7.301e-01
8.008e-01,6.846e-01,7.403e-01
8.109e-01,6.945e-01,7.504e-01
8.202e-01,7.040e-01,7.584e-01
8.268e-01,7.151e-01,7.723e-01
8.336e-01,7.180e-01,7.766e-01
8.428e-01,7.266e-01,7.874e-01
8.445e-01,7.322e-01,7.929e-01
8.497e-01,7.375e-01,7.983e-01
8.539e-01,7.435e-01,8.024e-01
8.589e-01,7.463e-01,8.080e-01
8.636e-01,7.525e-01,8.132e-01
8.637e-01,7.535e-01,8.167e-01
8.698e-01,7.587e-01,8.193e-01
8.708e-01,7.615e-01,8.210e-01
8.772e-01,7.646e-01,8.257e-01
8.785e-01,7.668e-01,8.292e-01
8.802e-01,7.719e-01,8.327e-01
8.847e-01,7.728e-01,8.341e-01
8.845e-01,7.752e-01,8.382e-01
8.864e-01,7.763e-01,8.373e-01
8.891e-01,7.784e-01,8.402e-01
8.903e-01,7.818e-01,8.426e-01
8.926e-01,7.830e-01,8.451e-01
8.947e-01,7.826e-01,8.477e-01
8.960e-01,7.868e-01,8.492e-01
8.998e-01,7.877e-01,8.520e-01
9.009e-01,7.912e-01,8.526e-01
9.012e-01,7.914e-01,8.541e-01
9.038e-01,7.924e-01,8.543e-01
9.037e-01,7.963e-01,8.570e-01
9.080e-01,7.956e-01,8.589e-01
9.070e-01,7.963e-01,8.585e-01
9.071e-01,7.991e-01,8.597e-01
9.090e-01,7.979e-01,8.623e-01
9.099e-01,8.011e-01,8.620e-01
9.110e-01,8.001e-01,8.637e-01
9.136e-01,8.032e-01,8.643e-01
9.138e-01,8.028e-01,8.654e-01
9.151e-01,8.049e-01,8.668e-01
9.170e-01,8.049e-01,8.676e-01
9.150e-01,8.095e-01,8.691e-01
9.172e-01,8.078e-01,8.693e-01
9.169e-01,8.081e-01,8.687e-01
9.198e-01,8.105e-01,8.717e-01
9.170e-01,8.100e-01,8.706e-01
9.210e-01,8.094e-01,8.703e-01
9.208e-01,8.111e-01,8.741e-01
9.210e-01,8.130e-01,8.741e-01
9.235e-01,8.118e-01,8.762e-01
9.227e-01,8.136e-01,8.746e-01
9.242e-01,8.143e-01,8.758e-01
9.248e-01,8.145e-01,8.771e-01
9.244e-01,8.149e-01,8.759e-01
9.245e-01,8.193e-01,8.770e-01
9.243e-01,8.147e-01,8.769e-01
9.262e-01,8.174e-01,8.782e-01
9.235e-01,8.182e-01,8.779e-01
9.271e-01,8.174e-01,8.772e-01
9.282e-01,8.176e-01,8.798e-01
9.278e-01,8.193e-01,8.805e-01
9.267e-01,8.194e-01,8.793e-01
9.287e-01,8.206e-01,8.788e-01
9.283e-01,8.204e-01,8.802e-01
9.287e-01,8.211e-01,8.819e-01
9.287e-01,8.211e-01,8.790e-01
9.285e-01,8.222e-01,8.817e-01
9.297e-01,8.206e-01,8.802e-01
9.300e-01,8.216e-01,8.808e-01
