1.700e+00,2.595e-01
1.285e+00,4.672e-01
9.935e-01,6.039e-01
5.949e-01,6.790e-01
8.347e-01,7.213e-01
5.022e-01,7.519e-01
5.439e-01,7.750e-01
7.204e-01,7.914e-01
4.762e-01,8.050e-01
6.036e-01,8.118e-01
4.319e-01,8.152e-01
3.562e-01,8.192e-01
6.400e-01,8.287e-01
4.909e-01,8.302e-01
3.663e-01,8.352e-01
4.329e-01,8.373e-01
5.731e-01,8.379e-01
3.959e-01,8.434e-01
4.936e-01,8.457e-01
4.092e-01,8.452e-01
5.839e-01,8.487e-01
5.617e-01,8.478e-01
3.954e-01,8.514e-01
5.014e-01,8.525e-01
3.212e-01,8.543e-01
4.186e-01,8.540e-01
5.821e-01,8.575e-01
4.572e-01,8.568e-01
6.113e-01,8.583e-01
4.702e-01,8.564e-01
3.418e-01,8.591e-01
5.151e-01,8.600e-01
4.020e-01,8.600e-01
5.537e-01,8.615e-01
3.743e-01,8.633e-01
4.429e-01,8.629e-01
3.266e-01,8.622e-01
4.616e-01,8.621e-01
3.520e-01,8.662e-01
3.817e-01,8.655e-01
4.223e-01,8.644e-01
3.835e-01,8.659e-01
4.332e-01,8.665e-01
4.728e-01,8.667e-01
2.414e-01,8.657e-01
5.667e-01,8.666e-01
3.256e-01,8.684e-01
2.541e-01,8.651e-01
3.650e-01,8.698e-01
4.870e-01,8.684e-01
3.557e-01,8.653e-01
5.344e-01,8.679e-01
3.012e-01,8.715e-01
3.946e-01,8.685e-01
3.221e-01,8.684e-01
3.538e-01,8.716e-01
4.271e-01,8.725e-01
7.252e-01,8.695e-01
2.326e-01,8.687e-01
2.689e-01,8.710e-01
2.834e-01,8.726e-01
4.168e-01,8.715e-01
5.171e-01,8.735e-01
2.839e-01,8.745e-01
2.433e-01,8.704e-01
6.645e-01,8.722e-01
4.652e-01,8.715e-01
2.616e-01,8.734e-01
5.370e-01,8.709e-01
5.134e-01,8.733e-01
4.169e-01,8.732e-01
3.533e-01,8.731e-01
3.464e-01,8.724e-01
2.826e-01,8.734e-01
4.665e-01,8.716e-01
